name,author,narrator,time,releasedate,language,stars,price,ratings
Everglades - A fascinating Journey,"GlobalTelevision,ArcadiaHomeEntertainment",PeterSimpson,44.0,2020-07-28,English,0.0,200.0,0.0
Dinosaur Times,Ladybird,"BenBaileySmith,KristinAtherton",56.0,2019-01-07,English,0.0,410.0,0.0
Gamechanger Investing,HilaryKramer,KathrynDaniels,412.0,2020-01-28,English,0.0,586.0,0.0
The Positive Side of the Street,NapoleonHill,BarryAbrams,245.0,2022-01-25,English,0.0,469.0,0.0
"Lucky, the Amazing Dog Jockey",BrianJames,"BrianJames,BradArnold,Chazmo",25.0,2021-04-14,English,0.0,117.0,0.0
Another Fine Mess,TimMoore,TimMoore,617.0,2018-08-11,English,0.0,752.0,0.0
Die Abenteuer des braven Soldaten Schwejk,JaroslavHašek,"GeraldPichowetz,DasGloriaTheaterEnsemble",84.0,2022-01-13,german,0.0,166.0,0.0
Milton Hershey,"JanetBenge,GeoffBenge",TimGregory,295.0,2015-10-26,English,0.0,501.0,0.0
Atempause,"KatjaSchütz,AndreasSchütz",MarcelSchieback,16.0,2013-02-13,german,3.5,0.0,2.0
Erotic Intelligence,AlexandraKatehakis,EstherWhite,435.0,2018-05-06,English,0.0,668.0,0.0
Lean UX: Designing Great Products with Agile Teams (Second Edition),"JeffGothelf,JoshSeiden",DouglasMartin,296.0,2021-02-16,English,5.0,1340.0,3.0
De Seul al Cielo [From Seoul to Heaven],"SilviaAliaga,TatianaMarco","LauraVives,LuísTorrelles",937.0,2020-02-21,spanish,0.0,1036.0,0.0
High Fiber Keto,NaomiWhittel,NaomiWhittel,381.0,2020-02-25,English,0.0,750.0,0.0
Thunder Road,ColinHolmes,GroverGardner,583.0,2022-02-15,English,0.0,585.0,0.0
Чудеса быта,СергейМусский,АлександрКотов,291.0,2021-01-28,russian,0.0,166.0,0.0
Sugarlump and the Unicorn and Other Stories,"JuliaDonaldson,LydiaMonks","DavidTennant,ImeldaStaunton,JoannaPage,",73.0,2020-09-07,English,4.5,323.0,3.0
第54回 新刊ラジオ第2部プレミアム　,"矢島雅弘,石橋遊","矢島雅弘,石橋遊",21.0,2018-05-15,japanese,0.0,139.0,0.0
Ti con zero,ItaloCalvino,DarioSansalone,261.0,2021-05-19,italian,0.0,267.0,0.0
The Bridled Tongue,CatherineMeyrick,DanielleCohen,756.0,2021-04-05,English,4.0,703.0,1.0
Niebla en el alma,"RagnarJónasson,KristinnR.Ólafsson-traductor,AldaÓlafssonÁlvarez-traductor",RicharddelOlmo,511.0,2022-10-01,spanish,0.0,767.0,0.0
FACTFULNESS(ファクトフルネス) 10の思い込みを乗り越え、データを基に世界を正しく見る習慣,"ハンス・ロスリング,オーラ・ロスリング,アンナ・ロスリング・ロンランド,","大岡優一郎,水原恵理",777.0,2020-03-27,japanese,0.0,976.0,0.0
The Problem with Lincoln,ThomasJ.DiLorenzo,JohnMcLain,484.0,2020-07-07,English,0.0,773.0,0.0
When Love Came Calling,PreetiShenoy,NimishaSirohi,489.0,2021-01-06,English,4.0,668.0,12.0
Howler Monkeys,"RandallSusman,ChadwickGillenwater",anonymous,2.0,2022-02-25,English,0.0,82.0,0.0
"Will Fain, U.S. Marshal, West Texas: Book 2",R.O.Lane,A.T.Chandler,354.0,2019-12-24,English,0.0,586.0,0.0
Environmental Guilt and Shame,SarahE.Fredericks,SaraSheckells,721.0,2021-02-11,English,0.0,586.0,0.0
This Is All a Dream We Dreamed,"BlairJackson,DavidGans","HolterGraham,FredBerman,OliverWyman,",1039.0,2015-10-11,English,0.0,221.0,0.0
Robin Hood,LouisRhead,FloGibson,364.0,2013-01-14,English,0.0,585.0,0.0
12 Challenges Churches Face,MarkDever,TimDixon,485.0,2022-01-20,English,0.0,585.0,0.0
Psychosis,PatPatterson,PatPatterson,344.0,2009-03-23,English,0.0,668.0,0.0
The Way of Qigong,KennethS.Cohen,KennethS.Cohen,198.0,2009-12-24,English,5.0,74.0,1.0
The Glasshouse,RosalindAbel,KirtGraves,567.0,2019-05-28,English,0.0,586.0,0.0
El sexto sentido (Narración en Castellano) [The Sixth Sense],PhavyPrieto,EstelaBenita,587.0,2021-12-30,spanish,0.0,668.0,0.0
Das Leben ist schön,M.L.Busch,"MarthaKindermann,FlorianClyde",21.0,2021-04-28,german,0.0,99.0,0.0
Amours Solitaires,MorganeOrtin,"SandraParra,BertrandPazos",140.0,2019-02-14,french,0.0,452.0,0.0
Праздники Святой Земли,АлексейДмитриевский,АлександрКотов,412.0,2020-04-08,russian,0.0,166.0,0.0
Lives of the Twelve Caesars,Suetonius,DerekJacobi,433.0,2004-12-26,English,0.0,668.0,0.0
Good News About Injustice,GaryA.Haugen,JonT.Gauger,153.0,2009-11-11,English,0.0,375.0,0.0
Lush,KerryCohen,AllysonRyan,340.0,2018-07-17,English,0.0,469.0,0.0
wisの高村光太郎01「智恵子抄（17編抜粋）」,高村光太郎,wis,37.0,2016-10-25,japanese,0.0,279.0,0.0
Unglücksglück / Das geschundene Tier,MartinWalser,MartinWalser,62.0,2021-01-15,german,0.0,233.0,0.0
New York Dreams (German edition),NadineKerger,LeonieLanda,622.0,2021-12-30,german,0.0,736.0,0.0
5 Minute Mystery - Death at Andersonville,TomFowler,DickHill,9.0,2010-05-14,English,0.0,32.0,0.0
Rethinking Competitive Advantage,RamCharan,ArthurMorey,318.0,2021-08-04,English,4.0,888.0,1.0
The Career Code,"KatherinePower,HillaryKerr",HillaryKerr,201.0,2016-02-08,English,0.0,1063.0,0.0
Приключения светофорных человечков,ОльгаЛукас,"АлександрАравушкин,ВоронецкийСтанислав,МаринаТитова",23.0,2022-03-21,russian,0.0,99.0,0.0
"Проект ""Феникс"". Роман о том, как DevOps меняет бизнес к лучшему",SmartReading,ДмитрийЕвстратов,31.0,2020-04-09,russian,0.0,132.0,0.0
Poorly Made in China,PaulMidler,PaulMidler,477.0,2020-09-07,English,0.0,836.0,0.0
Alien Gift,TracyLauren,"NoelleBridges,MasonLloyd",208.0,2019-05-28,English,0.0,469.0,0.0
Das Hörbuch der Bücher,"OlafIrlenkäuser,RainerVollmar","StephanBenson,KaiMaertens,NormanHacker",60.0,2007-09-01,german,0.0,367.0,0.0
The Beekeeper's Promise,FionaValpy,HenriettaMeire,500.0,2018-05-16,English,0.0,586.0,0.0
Das geheime Leben des Albert Entwistle,MattCain,HansJürgenStockerl,661.0,2021-08-30,german,0.0,367.0,0.0
Chomp,CarlHiaasen,JamesVanDerBeek,370.0,2012-03-27,English,0.0,1105.0,0.0
ザ・ローリング・ストーンズとの出会い,MikeM.Koshitani(越谷政義),MikeM.Koshitani,18.0,2015-11-20,japanese,0.0,139.0,0.0
"Czarownik ptaków cz.2 [Bird Wizard, Part 2]",TomaszKalita,PawełSzczęsny,15.0,2021-06-21,polish,0.0,154.0,0.0
Bright Burning Stars,A.K.Small,"NicoleWood,SaskiaMaarleveld",465.0,2019-05-22,English,0.0,703.0,0.0
Blood on the Moon,JenniferKnight,RebeccaGibel,683.0,2013-11-02,English,0.0,694.0,0.0
Schönes neues Geld,NorbertHäring,MatthiasLühn,513.0,2018-04-09,german,0.0,468.0,0.0
Mastering the Art of Public Speaking,MichaelJ.Gelb,TomParks,332.0,2020-08-09,English,5.0,844.0,1.0
The Primrose Railway Children,JacquelineWilson,GeorginaCampbell,714.0,2021-09-16,English,3.0,615.0,1.0
Atal Bihari Vajpayee,KingshukNag,ManishDongardive,418.0,2017-01-01,English,4.5,348.0,63.0
Messi Es un Perro y Otros Cuentos de Fútbol,HernánCasciari,HernánCasciari,151.0,2019-08-19,spanish,0.0,65.0,0.0
"Streets, Rhymes & ‘Sugar’",MichaelElliot,MichaelElliot,148.0,2021-05-08,English,0.0,501.0,0.0
Managing PD Mid-Stride,ParkinsonsFoundation,"RashidaMarshall,LisaNegron,ScottPollak,",57.0,2021-11-10,English,0.0,23.0,0.0
Hacia una economía moral,AndrésManuelLópezObrador,ArturoMercadoJr.,266.0,2021-12-13,spanish,0.0,575.0,0.0
Lucy & the Lord Mayor Show,DavidWilliams,LindyEstlin,28.0,2019-01-10,English,0.0,152.0,0.0
Els bessons congelats,"AndreuMartín,JaumeRibera",PolNubiala,691.0,2021-06-08,catalan,0.0,767.0,0.0
High Achiever,TiffanyJenkins,TiffanyJenkins,533.0,2019-06-18,English,5.0,1005.0,1.0
The Physician's Daughter,MarthaConway,NormaButikofer,627.0,2022-03-03,English,0.0,1328.0,0.0
A Fine Brother,LouiseMiller,RachelAtkins,770.0,2012-03-12,English,0.0,721.0,0.0
Good to Great,JimCollins,JimCollins,598.0,2020-10-22,English,4.5,888.0,23.0
Persuasión,JaneAusten,EvaFernandezMarcos,527.0,2022-03-13,spanish,0.0,307.0,0.0
Patterns of Connection,FritjofCapra,GarethRichards,744.0,2021-11-30,English,0.0,703.0,0.0
Притяжение воды и пламени. [Attraction of Water and Flame.],AleksAnzhelo,TatyanaVinogradova,324.0,2021-07-27,russian,0.0,234.0,0.0
Entdeck mich. Weltberühmte Expeditionen,"FerdinandFreiherrvonRichthofen,HeinrichSchliemann,AlexandervonHumboldt","FrankArnold,WalterKreye,JohannesSteck",293.0,2009-11-06,german,0.0,535.0,0.0
Berlin,WolfgangFeyerabend,"KerstinHoffmann,AxelThielmann",77.0,2021-12-15,german,0.0,233.0,0.0
"Мыслить ставками. Как принимать правильное решение, когда информация ограничена",SmartReading,ОльгаГанкова,33.0,2020-04-09,russian,0.0,132.0,0.0
中国经济：观察与谏言 - 中國經濟：觀察與諫言 [The Chinese Economy: Observations and Advice],夏斌-夏斌-XiaBin,小朱-小朱-Xiaozhu,489.0,2018-12-02,mandarin_chinese,0.0,473.0,0.0
Surviving a Borderline Parent,"KimberleeRoth,FredaB.Friedman",PamWard,437.0,2015-12-27,English,0.0,820.0,0.0
Destination Unknown,AmyClipston,AimeeLilly,453.0,2013-12-29,English,0.0,502.0,0.0
Younger You,KaraN.FitzgeraldND,RachelPerry,728.0,2022-01-18,English,0.0,500.0,0.0
Feast,HannahHoward,HannahHoward,485.0,2018-01-04,English,0.0,820.0,0.0
En Nenjam Un Thanjam... [My Heart Is Your Refuge...],VijiPrabu,NancyMervin,206.0,2021-11-08,tamil,0.0,76.0,0.0
El Poder de los Algoritmos (Narración en Castellano) [The Power of Algorithms],KonstantinaValogianni,CristinaSerra,6.0,2020-10-23,spanish,0.0,115.0,0.0
"Me, Myself, They",JoshuaM.Ferguson,JoshuaM.Ferguson,451.0,2019-07-05,English,0.0,636.0,0.0
You Got This,MelissaHorvath,MelieWilliams,236.0,2021-08-28,English,0.0,585.0,0.0
Product Leadership,"RichardBanfield,MartinEriksson,NateWalkingshaw",MitchellDorian,461.0,2021-05-02,English,4.5,1340.0,2.0
Gamora and Nebula,MackenziLee,"AmberLeeConnors,KamaliMinter,ErinYvette",522.0,2021-06-15,English,0.0,703.0,0.0
Stalking Jack the Ripper,"KerriManiscalco,JamesPattersonforeword",NicolaBarber,566.0,2018-08-14,English,4.5,500.0,15.0
Lorde,HeatherE.Schwartz,BookBuddyDigitalMedia,10.0,2021-04-28,English,0.0,164.0,0.0
Dragon Whisper,NiamhMurphy,GabrielleBaker,632.0,2019-04-30,English,0.0,586.0,0.0
O caminho do artista [The Artist's Way],JuliaCameron,PérolaPaes,634.0,2022-03-18,portuguese,0.0,187.0,0.0
Advent,iMinds,JudeBeaumont,5.0,2009-08-12,English,0.0,33.0,0.0
Monster's Mercy: Book 3,WilliamD.Arand,AndreaParsneau,796.0,2022-07-01,English,0.0,836.0,0.0
La giustizia penale internazionale,SalvatoreZappalà,GabrieleCalindri,297.0,2019-12-31,italian,0.0,267.0,0.0
"Lebe, als gäbe es kein Morgen",CharlotteTaylor,"ConstanzeButtmann,MartinKuupa",612.0,2021-05-21,german,0.0,502.0,0.0
Vom Wind geküsst,LinRina,HannahBaus,859.0,2021-01-03,german,0.0,501.0,0.0
Where There's Smoke,TerraLittle,MishiLaChappelle,577.0,2020-01-14,English,0.0,820.0,0.0
An Uncivilized Romance: A Western Romance Story,EllieeAtkinson,AmyMelissaBentley,385.0,2018-05-22,English,0.0,586.0,0.0
Dirty Rebound,MiraLynKelly,"SavannahPeachwood,ChristianFox",367.0,2020-10-13,English,0.0,1172.0,0.0
Kein Weihnachten ohne Puddingschuhe!,AnnaBöhm,AnnaSchudt,260.0,2020-08-12,german,0.0,233.0,0.0
The Man Who Stalked Einstein,"BruceJ.Hillman,BirgitErtl-Wagner,BerndC.Wagner",ArthurMorey,466.0,2016-01-02,English,0.0,668.0,0.0
The Hunt,DavidFarbman,MattStone,306.0,2020-07-27,English,0.0,586.0,0.0
Tod in der Marsch,HannesNygaard,JensHartwig,567.0,2021-11-16,german,0.0,300.0,0.0
The House of Mirth,EdithWharton,JanMoorehouse,772.0,2021-12-22,English,0.0,434.0,0.0
13½ Incredible Things You Need to Know About Everything,DK,AlexWingfield,468.0,2020-09-04,English,0.0,615.0,0.0
PJ Masks: Héroes en Pijamas - Cuentos de tres minutos para dormir,"eOne,NicolásOluchaSánchez-traductor",KevinCalderón,31.0,2022-02-21,spanish,0.0,76.0,0.0
Aprender espanhol,ThomasRike,ThomasRike,71.0,2021-05-31,portuguese,0.0,300.0,0.0
Чародей,ВладимирПоселягин,ПожилойКсеноморф,514.0,2021-11-17,russian,0.0,200.0,0.0
Wo? stehen wir in der Krise,MaritaKühne,VincentSchott,151.0,2021-01-10,german,0.0,434.0,0.0
The Silk Road Rediscovered,"AnilK.Gupta,GirijaPande,HaiyanWang",SamDevereaux,452.0,2020-07-27,English,0.0,668.0,0.0
ADHD 2.0,"EdwardM.Hallowell,JohnJ.Ratey",FredSanders,327.0,2021-12-01,English,5.0,754.0,6.0
Puffin Lives: Mahatma Gandhi,SubhadraSenGupta,RohiniVij,249.0,2021-04-22,English,0.0,502.0,0.0
Soul Surfer,BethanyHamilton,EleniPappageorge,232.0,2011-10-03,English,5.0,469.0,2.0
Innercise: The New Science to Unlock Your Brain's Hidden Power,JohnAssaraf,GaryElliot,425.0,2018-09-27,English,4.5,668.0,10.0
Mission séduction,CharlotteRoucel,AnneGallien,406.0,2021-10-13,french,0.0,717.0,0.0
We Have This Moment,DiannHunt,SherriBerger,461.0,2011-09-02,English,0.0,703.0,0.0
Mengele,"GeraldPosner,JohnWare,MichaelBerenbaum-introduction",BruceMann,915.0,2020-01-21,English,0.0,703.0,0.0
怖いくらい通じる! 魔法のカタカナ英語(3) 《ファミリー編》,世界英語研究会,"沖田千代子,HappyRiver",62.0,2021-06-18,japanese,0.0,697.0,0.0
Unsettled,StevenE.Koonin,JayAaseng,434.0,2021-07-05,English,5.0,516.0,2.0
聴く歴史・王朝時代『弘法大師・空海の生涯と密教の思想』【1】,松長有慶,松長有慶,65.0,2015-02-07,japanese,0.0,279.0,0.0
絶歌を読んで少年Aの心を精神分析してみた結果・・・,ペンネームK.K.,紫都木龍麻,75.0,2022-10-02,japanese,0.0,418.0,0.0
Treasure Island,RobertLouisStevenson,AdrianPraetzellis,448.0,2017-06-13,English,0.0,334.0,0.0
Hot Copy,RubyBarrett,"TroyDuran,SofiaWillingham",592.0,2021-05-25,English,0.0,469.0,0.0
Big Business,TylerCowen,SteveEdwards,433.0,2019-09-04,English,0.0,134.0,0.0
Рассказы о Суворове,СергейАлексеев,ВячеславГерасимов,186.0,2021-02-02,russian,0.0,166.0,0.0
Catherine the Great,InfluentialEventsPublishing,MonroeWilliams,163.0,2022-03-20,English,0.0,117.0,0.0
Sakyamuni (Buddha) [Russian Edition],K.Karyagin,EkaterinaRogushina,163.0,2015-10-11,russian,0.0,234.0,0.0
Samson and Delilah,DarcyWeinbeck,DavidDuChene,11.0,2008-08-13,English,0.0,116.0,0.0
Nicodemus,D.B.Reynolds,TorThom,887.0,2021-12-14,English,0.0,703.0,0.0
Graceful Exits,SushilaBlackman-editor/compilation,"NeilShah,DawnHarvey,EmilyZeller,",215.0,2014-09-12,English,3.0,100.0,1.0
Learn Greek with Innovative Language's Proven Language System - Level 05: Advanced,InnovativeLanguageLearning,GreekPod101.com,18.0,2011-06-23,English,0.0,0.0,0.0
Dress code. Tajemnice męskiej elegancji,KrzysztofŁoszewski,RochSiemianowski,246.0,2021-12-22,polish,0.0,334.0,0.0
Curious Beginnings,V.A.Lewis,TessIrondale,671.0,2021-06-15,English,0.0,1172.0,0.0
Becoming a Professional Life Coach,"PatrickWilliams,DianeS.Menendez",ChloeCannon,835.0,2019-08-13,English,5.0,703.0,1.0
Anti-Inflammatory Diet for Beginners,BobbyMurray,ChrisCline,65.0,2020-09-18,English,5.0,375.0,1.0
The Die of Destiny,FrankL.Cole,KirbyHeyborne,571.0,2021-03-08,English,0.0,937.0,0.0
Il grande salto,VanniOddera,RuggeroAndreozzi,263.0,2022-08-02,italian,0.0,267.0,0.0
Veiled Warriors,ChristineE.Hallett,ElizabethJasicki,680.0,2015-01-21,English,0.0,836.0,0.0
Wildflower,RaineCantrell,ElisabethRodgers,639.0,2013-11-21,English,0.0,836.0,0.0
The Darwin Economy,RobertHFrank,WalterDixon,503.0,2011-10-17,English,4.5,703.0,3.0
Mercurial Dreams,HadenaJames,TiaRider,475.0,2021-08-17,English,0.0,375.0,0.0
The Burning Secret,StefanZweig,MarkYoung,135.0,2022-07-02,English,0.0,166.0,0.0
Ek Sau Aath [One Hundred and Eight],ParveenTarana,AnuradhaJain,207.0,2020-09-07,Hindi,4.5,501.0,2.0
Unsent Letters [Russian Edition],AdelKutuj,"TatyanaLennikova,VyacheslavDugin,AlexeyZadachin,",54.0,2017-05-10,russian,0.0,234.0,0.0
Surprised by Love,LyleW.Dorsett,KateReading,298.0,2009-05-01,English,0.0,586.0,0.0
Now Comes Good Sailing,AndrewBlauner,"WilliamHope,BarbaraBarnes,KaliswaBrewster,",739.0,2021-10-19,English,0.0,585.0,0.0
The Language of Things,DeyanSudjic,DanMorgan,291.0,2015-05-28,English,0.0,569.0,0.0
The Fight for Jerusalem,DoreGold,NadiaMay,636.0,2007-01-17,English,3.0,836.0,1.0
Becoming an Empowered Empath,"WendyDeRosa,GabrielleBernstein-foreword",WendyDeRosa,518.0,2021-03-30,English,4.5,585.0,2.0
English Grammar Master - New Edition - Grammar Practice. For Upper-intermediate / Advanced Learners at Proficiency Level B2-C1,"DorotaGuzik,DominikaTkaczyk","LaraKalenik,TadeuszZ.Wolański,MaybeThatreCompany",218.0,2018-03-27,English,5.0,401.0,1.0
Pity the Beast,RobinMcLean,DionGraham,719.0,2021-02-11,English,0.0,645.0,0.0
2009年5月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33.0,2015-05-26,japanese,0.0,585.0,0.0
Swift Fox All Along,RebeccaThomas,LisaNasson,11.0,2021-03-15,English,0.0,281.0,0.0
Die Beute des Aliens,NovaEdwins,"RobertKubus,StefanieMasnik",150.0,2021-12-11,german,0.0,166.0,0.0
Magische Gezeiten - Das Geschenk,GabiRüther,GabiRüther,247.0,2021-03-23,german,0.0,132.0,0.0
The Better Half,SharonMoalem,SharonMoalem,343.0,2020-07-04,English,0.0,888.0,0.0
El Método Merkel,"DirkKurbjuweit,AnaEstherRodríguez-traductor","TeresaCastanedo,SolAlonso,DiegodelArco,",597.0,2021-11-23,spanish,0.0,703.0,0.0
How Not to be Afraid of Your Own Life,SusanPiver,SusanPiver,297.0,2007-05-24,English,0.0,585.0,0.0
The Rise and Fall of Apartheid,DavidWelsh,GaryRundle,1607.0,2020-02-24,English,0.0,1138.0,0.0
宇宙は何でできているのか　素粒子物理学で解く宇宙の謎,村山斉,日下純,308.0,2021-11-25,japanese,0.0,837.0,0.0
Das Buch des Vergebens,"DesmondTutu,MphoTutu",ClausBrockmeyer,355.0,2014-11-04,german,0.0,468.0,0.0
Love Lifted Me,"SaraEvans,RachelHauck",RebeccaGallagher,557.0,2012-03-01,English,0.0,844.0,0.0
Der zerbrochene Ring,EvaMenasse,KarolaNiederhuber,11.0,2014-02-10,german,0.0,65.0,0.0
Junk Science and the American Criminal Justice System,M.ChrisFabricant,ChrisHenryCoffey,650.0,2022-05-04,English,0.0,938.0,0.0
Reklamechefens bedrageriske fidus,Diverse,BjarneMouridsen,11.0,2021-11-24,danish,0.0,32.0,0.0
Baby Animals in Burrows,MarthaE.H.Rustad,anonymous,2.0,2022-03-15,English,0.0,82.0,0.0
The Complete Low-FODMAP Diet,"SueShepherdPhD,PeterGibsonMD",AudreyCannon,173.0,2021-05-02,English,4.0,1172.0,1.0
Concierge Medicine,StevenD.Knope,GeorgeK.Wilson,481.0,2013-02-18,English,0.0,601.0,0.0
"Как работать по 4 часа в неделю, жить где угодно и богатеть",SmartReading,ТатьянаМаерс,31.0,2020-07-31,russian,0.0,132.0,0.0
グリーン・ジャイアント 脱炭素ビジネスが世界経済を動かす,森川潤,野村達也,424.0,2021-12-24,japanese,0.0,837.0,0.0
The Kissing Booth,BethReekles,CynthiaHolloway,576.0,2013-05-27,English,5.0,683.0,3.0
Oathbound,VictoriaMcCombs,EllenQuay,658.0,2022-02-15,English,0.0,891.0,0.0
A Gathering Midnight,HollyRace,BillieFulford-Brown,604.0,2021-10-06,English,0.0,1328.0,0.0
Hindi,LivingLanguage,LivingLanguage,41.0,2007-10-12,English,0.0,753.0,0.0
Fast Focus,DamonZahariades,JoeHempel,178.0,2017-02-24,English,5.0,233.0,1.0
The Art of Coaching Teams,ElenaAguilar,CourtneyPatterson,616.0,2016-09-28,English,0.0,836.0,0.0
Блоха и профессор,"ГансХристианАндерсен,АннаГанзен",ДмитрийШандро,11.0,2021-12-23,russian,0.0,32.0,0.0
Water Wings,MorrisGleitzman,Mary-AnneFahey,422.25771428571426,2021-09-29,English,0.0,398.0,0.0
Great Buddha Gym for All Mens and Womens,SallieTisdale,TiffanyMorgan,94.0,2015-04-28,English,3.0,100.0,2.0
Hellion,BertriceSmall,DanielleCohen,1014.0,2020-08-18,English,0.0,703.0,0.0
The Trouble with You,LACotton,"SarahPuckett,WenRoss",661.0,2019-06-17,English,0.0,836.0,0.0
Anton og Santo,CamillaWandahl,MartinJohs.Møller,35.0,2021-06-15,danish,0.0,166.0,0.0
The Evil Echo,"MichaelDahl,ScottNickel,JeffCrowther",anonymous,9.0,2022-03-16,English,0.0,105.0,0.0
The Divine Comedy,DanteAlighieri,PamWard,783.0,2009-05-18,English,0.0,516.0,0.0
Zegastos Kinder,BenB.Black,ClaudiaRohnefeld,240.0,2022-07-02,german,0.0,334.0,0.0
"1,000 Dollars & an Idea",SamWyly,PhilGigante,513.0,2008-01-09,English,0.0,702.0,0.0
First to Fall,KenEllingwood,AlexBoyles,422.25771428571426,2021-04-05,English,0.0,937.0,0.0
Die genial einfache Vermögensstrategie,"MartinWeber,HeikeJacobs,ChristineLaudenbach,",SebastianPappenberger,447.0,2020-05-14,german,0.0,602.0,0.0
Amazing U.S. Air Force Facts,MandyR.Marx,Anonymous,2.0,2022-02-23,English,0.0,82.0,0.0
Wisdom of Souls,"AnnJ.ClarkPhD,KarenJoy,JoanneSelinskePhD,",LeslieHoward,601.0,2019-08-12,English,4.5,703.0,3.0
Il centenario che voleva salvare il mondo,JonasJonasson,ValerioAmoruso,711.0,2020-12-31,italian,0.0,585.0,0.0
The First Wall,GavThorpe,JonathanKeeble,764.0,2020-02-29,English,4.0,1138.0,4.0
Ins neue Land,GabrieleReuter,ClaudiaFalk,228.0,2022-04-01,german,0.0,267.0,0.0
The House of Tongues,JamesDashner,MalcolmHillgartner,742.0,2021-10-21,English,0.0,703.0,0.0
"SmartPass Plus Audio Education Study Guide to Macbeth (Unabridged, Dramatised, Commentary Options)","WilliamShakespeare,SimonPotter","Full-CastfeaturingJoanWalker,NickMurchie,CoralynSheldon",427.0,2006-06-14,English,0.0,665.0,0.0
The Woodshed Mystery,GertrudeChandlerWarner,AimeeLilly,115.0,2012-07-25,English,5.0,305.0,1.0
The Red Dirt Road,AlissaCallen,CaseyWithoos,531.0,2021-02-09,English,0.0,645.0,0.0
Anatomy of a Murder,RobertTraver,JasonCulp,1158.0,2020-06-16,English,4.5,221.0,4.0
The Clutter Remedy,MarlaStone,CynthiaFarrell,325.0,2019-12-31,English,0.0,837.0,0.0
Higher Education's Road to Relevance,"SusanA.Ambrose,LauraWankel",RandyeKaye,422.25771428571426,2020-01-28,English,5.0,586.0,1.0
Der Wüstenplanet - Der Herzog von Caladan,"BrianHerbert,KevinJ.Anderson,JakobSchmidt-Übersetzer","MarkBremer,UtaDänekamp",967.0,2021-09-11,german,0.0,1005.0,0.0
The Wisdom Jesus,CynthiaBourgeault,JoHowarth,414.0,2014-11-18,English,4.0,668.0,1.0
Revolutionary Mothering,"AlexisPaulineGumbs-editor,ChinaMartens-editor,Mai'aWilliams-editor",DianaBlue,534.0,2021-02-02,English,0.0,586.0,0.0
The Sky Is Everywhere,JandyNelson,JuliaWhelan,430.0,2010-09-03,English,4.5,586.0,2.0
Stacking the Deck,DavidS.Pottruck,ChristopherPrice,500.0,2020-07-27,English,0.0,668.0,0.0
Conservation,"CharlesPerrings,AnnKinzig",KyleTait,987.0,2021-11-23,English,0.0,703.0,0.0
Embattled Rebel,JamesM.McPherson,RobertFass,338.0,2014-07-10,English,0.0,1131.0,0.0
You Can Change Other People,"PeterBregman,HowieJacobsonPhD",PeterBregman,299.0,2021-09-28,English,5.0,585.0,1.0
Budbringerne,MargaretPetersonHaddix,GreteTulinius,481.0,2021-06-15,danish,0.0,468.0,0.0
De l'Education des Femmes,Pierre-Ambroise-FrançoisChoderlosdeLaclos,PhilippeBertin,123.0,2010-06-07,french,0.0,359.0,0.0
X,"JessicaGunderson,WilliamHayden,KeithMayesPhD",anonymous,12.0,2022-03-15,English,0.0,93.0,0.0
The Hangman,LouisePenny,RobertBathurst,82.0,2021-11-18,English,0.0,187.0,0.0
Chicken Soup for the Romantic Soul: Inspirational Stories About Love and Romance,"JackCanfield,MarkVictorHansen",AnnMarieGideon,450.0,2013-05-28,English,0.0,668.0,0.0
Annapurna,"ArleneBlum,MauriceHerzog-foreword",EileenStevens,599.0,2018-11-20,English,5.0,820.0,4.0
"Disney Princess: Tangled, Brave, Beauty and the Beast",DisneyBookGroup,DisneyBookGroup,25.0,2020-07-10,English,0.0,117.0,0.0
Dangerous Religious Ideas,RachelS.Mikva,SybilJohnson,532.0,2020-03-11,English,0.0,1005.0,0.0
The Beautiful Little Things,MelissaHill,NicolaBarber,544.0,2021-09-21,English,0.0,844.0,0.0
Allegory of the Cave,Plato,DeaverBrown,52.0,2007-08-15,English,0.0,94.0,0.0
Im Auftrag der Toten,AxelPetermann,MichaelA.Grimm,797.0,2021-01-11,german,0.0,770.0,0.0
The Fast Metabolism Diet,HayliePomroy,RebeccaLowman,342.0,2014-07-08,English,0.0,615.0,0.0
Menteur,EdenFinley,"BenoîtBerthon,LionelMonier",436.0,2021-10-14,french,0.0,490.0,0.0
Um novo mundo [A New Earth],EckhartTolle,SidneyFerreira,422.25771428571426,2022-02-03,portuguese,0.0,187.0,0.0
Who Was Alfred Hitchcock?,"PamelaD.Pollack,MegBelviso",GildartJackson,52.0,2016-06-12,English,0.0,351.0,0.0
Scam Me If You Can,FrankAbagnale,JasonCulp,551.0,2019-08-27,English,5.0,1005.0,2.0
Moving in the Apostolic,JohnEckhardt,MirronWillis,312.0,2017-01-17,English,0.0,762.0,0.0
Der lange Weg zur Freiheit,NelsonMandela,ThomasBalouMartin,1721.0,2014-03-31,german,0.0,468.0,0.0
A Certain Idea of France,JulianJackson,JohnBanks,2119.0,2019-09-19,English,5.0,1093.0,1.0
Kaufmännische Steuerung & Kontrolle für Kaufmann / Kauffrau im Großhandel,BenReichgruen,DanielWandelt,46.0,2015-11-19,german,0.0,233.0,0.0
